tanggal,tn,tx,tavg,rh_avg,rr,ss,ff_x,ddd_x,ff_avg,ddd_car,year,month
2024-09-12,25.0,34.4,29.7,61,0.0,8.0,8,150,3,SE,2024,9
2024-09-13,25.0,35.6,29.7,63,0.0,5.7,6,120,3,SE,2024,9
2024-09-14,25.4,34.6,29.5,64,0.0,8.0,6,130,3,SE,2024,9
2024-09-15,25.4,34.4,29.2,62,0.0,8.0,7,140,3,SE,2024,9
2024-09-16,25.8,35.2,29.6,65,0.0,8.0,6,140,4,SE,2024,9
2024-09-17,25.0,34.4,29.6,64,0.0,8.0,5,160,2,SE,2024,9
2024-09-18,25.0,34.8,28.8,61,0.0,8.0,7,120,3,SE,2024,9
2024-09-19,24.8,34.5,29.2,65,0.0,8.0,4,70,2,SE,2024,9
2024-09-20,25.4,34.2,29.8,68,0.0,8.0,8,140,4,SE,2024,9
2024-09-21,27.2,35.4,30.6,66,0.0,8.0,6,140,4,SE,2024,9
2024-09-22,27.6,34.8,30.6,73,0.0,8.0,6,130,3,SE,2024,9
2024-09-23,28.1,35.4,30.0,76,0.0,7.3,7,130,3,SE,2024,9
2024-09-24,27.0,35.0,30.2,73,0.0,4.4,6,70,2,E,2024,9
2024-09-25,26.2,35.6,30.4,69,,6.8,5,100,2,NE,2024,9
2024-09-26,26.3,35.0,30.1,74,3.7,7.0,4,120,2,SE,2024,9
2024-09-27,26.8,36.2,30.8,69,10.0,5.8,5,60,2,SE,2024,9
2024-09-28,27.8,35.4,31.0,66,0.0,8.0,9,160,5,SE,2024,9
2024-09-29,27.0,35.6,31.6,62,0.0,8.0,10,140,4,SE,2024,9
2024-09-30,26.4,36.4,31.0,66,0.0,8.0,7,160,3,SE,2024,9
2024-10-01,26.4,35.8,30.8,66,0.0,8.0,6,150,3,SE,2024,10
2024-10-02,27.2,35.5,30.4,66,0.0,8.0,7,150,3,SE,2024,10
2024-10-03,27.0,35.6,30.6,66,0.0,8.0,7,140,4,SE,2024,10
2024-10-04,26.7,35.6,30.5,66,0.0,6.8,7,130,4,SE,2024,10
2024-10-05,27.4,36.0,31.0,63,0.0,8.0,7,130,3,SE,2024,10
2024-10-06,26.6,36.0,31.0,65,0.0,8.0,8,170,4,SE,2024,10
2024-10-07,25.4,35.2,30.3,69,0.0,8.0,8,130,3,SE,2024,10
2024-10-08,26.8,34.8,30.5,68,0.0,8.0,6,140,3,SE,2024,10
2024-10-09,27.2,35.7,30.7,67,0.0,8.0,8,120,4,SE,2024,10
2024-10-10,27.4,36.5,31.2,63,0.0,8.0,9,140,4,SE,2024,10
2024-10-11,27.0,36.2,31.4,59,0.0,8.0,8,140,4,SE,2024,10
2024-10-12,27.4,36.0,31.3,67,0.0,8.0,9,140,4,SE,2024,10
2024-10-13,27.6,37.2,31.8,68,0.0,8.0,6,120,3,SE,2024,10
2024-10-14,28.0,36.2,30.9,66,0.0,8.0,5,150,2,SE,2024,10
2024-10-15,27.6,34.8,30.9,65,0.0,8.0,5,140,2,SE,2024,10
2024-10-16,25.8,35.6,30.6,56,0.0,7.2,8,150,3,SE,2024,10
2024-10-17,26.0,36.5,30.8,59,0.0,8.0,6,120,3,E,2024,10
2024-10-18,25.7,35.6,30.3,63,0.0,8.0,6,100,2,SE,2024,10
2024-10-19,26.6,35.6,30.9,69,0.0,7.9,5,310,2,S,2024,10
2024-10-20,27.0,34.6,29.0,75,3.6,6.8,4,270,2,SE,2024,10
2024-10-21,26.0,34.8,28.1,81,0.0,2.5,4,350,2,S,2024,10
2024-10-22,25.8,35.8,30.3,74,,4.6,4,330,2,NE,2024,10
2024-10-23,26.6,35.9,30.9,70,13.0,7.6,6,210,3,SE,2024,10
2024-10-24,26.8,36.0,30.4,68,0.0,8.0,6,300,2,NW,2024,10
2024-10-25,26.2,37.0,31.2,68,0.0,7.8,4,350,2,N,2024,10
2024-10-26,26.2,36.2,31.4,69,0.0,8.0,6,120,2,SE,2024,10
2024-10-27,26.6,37.4,31.6,64,0.0,8.0,5,170,2,SE,2024,10
2024-10-28,25.8,37.4,31.6,66,0.0,8.0,5,140,2,SE,2024,10
2024-10-29,27.4,36.2,31.4,67,0.0,8.0,6,130,3,SE,2024,10
2024-10-30,26.8,36.6,31.9,65,0.0,8.0,6,130,3,SE,2024,10
2024-10-31,27.6,37.5,31.1,69,0.0,8.0,4,120,2,E,2024,10
2024-11-01,25.8,33.4,28.7,84,25.0,7.9,6,120,2,SE,2024,11
2024-11-02,25.8,33.8,29.7,77,8.5,1.7,5,180,2,SE,2024,11
2024-11-03,26.8,33.4,28.2,82,0.0,6.2,4,350,2,SE,2024,11
2024-11-04,25.9,34.4,29.0,79,34.4,4.2,5,70,2,W,2024,11
2024-11-05,26.2,35.3,30.6,72,0.0,6.4,7,130,3,E,2024,11
2024-11-06,27.6,35.8,31.9,65,0.0,8.0,7,150,3,SE,2024,11
2024-11-07,27.0,35.6,31.0,72,0.0,8.0,6,70,2,E,2024,11
2024-11-08,27.6,35.4,30.4,74,0.0,8.0,6,40,3,NE,2024,11
2024-11-09,27.6,37.2,31.3,73,0.0,5.7,4,70,2,SE,2024,11
2024-11-10,27.2,34.2,28.8,82,,8.0,3,20,2,SE,2024,11
2024-11-11,26.8,34.6,30.4,75,,5.1,4,50,2,E,2024,11
2024-11-12,25.8,34.1,28.7,81,2.1,5.5,7,70,2,SE,2024,11
2024-11-13,27.6,36.4,31.4,72,,4.4,5,70,2,E,2024,11
2024-11-14,27.0,36.4,31.4,66,0.0,8.0,6,120,3,SE,2024,11
2024-11-15,27.6,35.8,31.5,72,0.0,7.0,5,90,2,SE,2024,11
2024-11-16,27.2,36.2,31.4,71,0.0,7.9,6,20,2,N,2024,11
2024-11-17,26.2,33.9,30.7,76,0.0,7.7,4,360,2,N,2024,11
2024-11-18,27.8,34.7,31.5,73,0.0,7.2,5,60,2,E,2024,11
2024-11-19,27.4,35.2,29.7,80,,5.6,5,60,2,E,2024,11
2024-11-20,26.4,35.1,29.8,78,8.0,7.8,6,40,2,NE,2024,11
2024-11-21,26.8,34.8,30.5,74,0.0,7.3,4,360,2,NE,2024,11
2024-11-22,26.2,34.4,30.9,75,,7.6,5,50,2,NE,2024,11
2024-11-23,26.8,35.8,30.6,77,1.4,6.0,4,340,2,N,2024,11
2024-11-24,27.6,35.2,29.6,80,0.0,7.0,4,30,2,NW,2024,11
2024-11-25,26.6,36.0,30.6,77,0.0,2.1,5,300,2,N,2024,11
2024-11-26,27.4,35.6,30.9,78,0.0,7.2,4,350,2,N,2024,11
2024-11-27,27.8,34.6,30.2,81,17.6,3.2,4,340,1,C,2024,11
2024-11-28,26.9,34.8,29.8,76,15.0,4.0,5,100,2,E,2024,11
2024-11-29,26.2,34.6,29.7,78,0.0,4.7,5,300,2,NW,2024,11
2024-11-30,25.8,35.6,29.6,82,48.0,4.5,5,350,2,NW,2024,11
2024-12-01,26.2,32.2,29.2,83,43.5,6.5,4,150,2,N,2024,12
2024-12-02,26.8,31.6,27.7,88,0.0,2.8,6,360,2,C,2024,12
2024-12-03,24.8,34.4,29.9,73,4.5,1.9,5,30,2,E,2024,12
2024-12-04,26.8,33.8,29.8,78,0.0,8.0,5,330,2,NW,2024,12
2024-12-05,26.2,34.4,30.2,79,,4.5,5,350,3,E,2024,12
2024-12-06,26.6,31.4,27.2,89,,4.6,7,320,3,NW,2024,12
2024-12-07,25.0,34.6,29.2,78,3.4,0.0,5,340,2,W,2024,12
2024-12-08,26.7,34.9,29.6,82,7.5,5.6,9,320,3,NW,2024,12
2024-12-09,26.0,31.6,29.3,78,22.4,7.5,7,300,3,NW,2024,12
2024-12-10,26.4,34.0,28.7,82,8.3,0.1,6,350,3,NW,2024,12
2024-12-11,25.1,34.4,29.0,80,72.8,4.6,4,320,2,NW,2024,12
2024-12-12,24.6,32.6,26.5,90,16.8,1.4,4,310,2,S,2024,12
2024-12-13,25.2,34.0,29.1,79,36.0,1.8,5,350,2,NW,2024,12
2024-12-14,25.8,30.2,27.6,84,0.2,5.4,4,320,2,NW,2024,12
2024-12-15,25.8,33.4,29.2,81,4.7,0.5,5,350,2,NW,2024,12
2024-12-16,25.6,30.0,27.6,86,11.6,1.6,3,320,2,NW,2024,12
2024-12-17,26.0,32.9,28.6,80,1.5,0.0,5,310,2,NW,2024,12
2024-12-18,25.7,34.6,29.3,76,12.8,4.1,5,300,2,NW,2024,12
2024-12-19,25.2,35.8,30.7,69,0.0,3.5,7,310,4,NW,2024,12
2024-12-20,27.4,34.8,30.5,73,0.0,7.8,7,270,3,NW,2024,12
2024-12-21,27.6,35.4,30.0,73,0.0,4.2,4,300,2,W,2024,12
2024-12-22,27.0,33.4,28.4,79,1.0,5.9,5,300,2,NW,2024,12
2024-12-23,25.0,35.7,29.1,78,3.0,2.5,8,120,3,NW,2024,12
2024-12-24,26.0,34.0,29.0,80,20.9,5.5,6,330,3,S,2024,12
2024-12-25,25.8,32.8,28.3,83,19.3,7.5,6,350,2,NW,2024,12
2024-12-26,25.0,34.4,29.1,77,14.6,1.3,8,300,3,NW,2024,12
2024-12-27,27.0,33.8,30.2,68,0.4,3.5,5,320,2,NW,2024,12
2024-12-28,28.2,34.2,29.0,77,0.0,5.8,5,300,2,NW,2024,12
2024-12-29,25.4,31.9,28.1,79,12.7,2.5,5,300,2,W,2024,12
2024-12-30,26.0,34.2,29.7,69,0.0,0.8,5,330,3,NW,2024,12
2024-12-31,25.6,32.8,28.2,79,1.0,5.5,6,300,3,NW,2024,12
2025-01-01,26.2,31.8,28.0,82,8.5,2.0,4,320,2,NW,2025,1
2025-01-02,25.0,32.4,27.1,89,36.2,0.0,4,340,1,N,2025,1
2025-01-03,25.6,34.6,29.3,74,0.6,1.4,3,300,2,NW,2025,1
2025-01-04,26.0,33.8,29.2,73,0.0,7.5,6,350,3,NW,2025,1
2025-01-05,25.9,33.8,27.8,81,6.8,3.8,6,310,2,S,2025,1
2025-01-06,25.4,33.2,28.6,82,37.0,3.0,6,360,2,N,2025,1
2025-01-07,25.6,34.2,28.8,79,0.0,5.2,6,350,3,NW,2025,1
2025-01-08,25.6,32.0,28.9,78,0.0,6.7,7,330,2,NW,2025,1
2025-01-09,26.6,34.6,29.9,75,1.3,3.3,6,300,3,NW,2025,1
2025-01-10,26.0,34.6,29.3,76,0.0,7.2,5,300,2,NW,2025,1
2025-01-11,26.5,34.4,28.6,81,38.0,3.4,5,160,2,NW,2025,1
2025-01-12,23.6,33.4,28.5,80,43.5,2.7,5,300,3,NW,2025,1
2025-01-13,25.2,32.4,28.1,81,36.1,6.1,4,160,2,C,2025,1
2025-01-14,26.5,35.0,29.5,79,,4.8,6,300,2,NW,2025,1
2025-01-15,25.2,32.4,28.7,81,17.8,6.7,5,320,3,NW,2025,1
2025-01-16,25.4,33.6,28.6,80,13.2,2.9,9,300,4,NW,2025,1
2025-01-17,26.2,33.2,28.6,77,10.4,0.1,5,300,3,NW,2025,1
2025-01-18,25.3,33.4,28.4,81,31.5,5.4,7,300,3,NW,2025,1
2025-01-19,25.8,34.7,29.4,75,7.8,7.2,8,320,5,NW,2025,1
2025-01-20,25.0,33.4,28.5,80,25.5,6.8,7,360,3,W,2025,1
2025-01-21,24.3,33.0,27.6,82,84.9,3.5,5,300,2,NW,2025,1
2025-01-22,24.8,32.4,28.5,79,3.1,1.4,4,300,2,NW,2025,1
2025-01-23,25.2,33.2,28.0,84,10.7,0.9,5,310,2,NW,2025,1
2025-01-24,25.8,32.6,28.9,79,,0.0,3,10,2,NW,2025,1
2025-01-25,26.0,34.2,29.3,78,0.0,1.2,5,330,2,NW,2025,1
2025-01-26,24.4,33.9,28.5,83,57.5,5.0,6,340,3,NW,2025,1
2025-01-27,25.4,29.0,26.8,88,12.0,6.5,6,270,3,NW,2025,1
2025-01-28,24.7,31.8,27.6,81,1.0,0.0,5,330,2,NW,2025,1
2025-01-29,25.0,32.0,28.3,81,0.0,1.0,7,260,4,NW,2025,1
2025-01-30,25.0,30.2,26.7,82,4.1,5.1,6,310,4,W,2025,1
2025-01-31,25.4,30.8,27.8,79,,0.0,6,310,3,NW,2025,1
2025-02-01,25.7,30.7,28.4,77,0.0,1.2,8,310,5,NW,2025,2
2025-02-02,26.9,32.4,28.2,84,0.0,1.8,8,300,4,NW,2025,2
2025-02-03,25.2,33.2,28.4,80,9.7,2.5,9,320,5,NW,2025,2
2025-02-04,26.2,32.6,28.7,81,,2.8,7,290,4,NW,2025,2
2025-02-05,26.6,32.8,28.7,81,4.3,2.9,8,310,3,NW,2025,2
2025-02-06,26.4,32.4,28.8,77,1.3,5.3,7,300,4,NW,2025,2
2025-02-07,25.7,33.8,29.1,76,,7.1,7,300,4,NW,2025,2
2025-02-08,24.8,34.7,29.0,77,31.5,4.4,8,300,5,NW,2025,2
2025-02-09,26.0,35.0,28.6,79,2.2,5.2,9,300,5,NW,2025,2
2025-02-10,25.6,34.6,28.9,79,6.6,6.4,7,290,4,NW,2025,2
2025-02-11,26.4,33.6,29.2,74,0.0,3.3,5,290,3,NW,2025,2
2025-02-12,26.6,35.2,30.0,67,0.0,6.0,5,290,3,NW,2025,2
2025-02-13,26.6,34.4,28.4,79,,5.4,6,330,3,NW,2025,2
2025-02-14,24.6,33.0,28.3,84,39.9,5.7,7,350,3,NW,2025,2
2025-02-15,26.1,33.2,29.4,78,0.0,4.6,7,340,3,NW,2025,2
2025-02-16,26.0,34.0,29.4,75,1.5,7.5,7,350,3,NW,2025,2
2025-02-17,26.6,34.2,29.1,78,4.2,6.9,13,260,3,NW,2025,2
2025-02-18,25.4,33.8,29.3,77,,4.6,4,350,2,N,2025,2
2025-02-19,26.4,34.8,29.9,74,0.0,5.0,6,350,3,W,2025,2
2025-02-20,26.6,34.9,28.6,80,0.0,6.2,5,360,2,NW,2025,2
2025-02-21,25.4,33.8,28.9,78,9.4,1.5,6,330,2,NW,2025,2
2025-02-22,26.4,32.4,28.0,83,0.0,5.5,7,330,3,SE,2025,2
2025-02-23,26.0,31.4,27.6,86,3.5,4.6,6,320,2,N,2025,2
2025-02-24,25.0,32.6,27.8,84,18.4,1.2,6,360,2,N,2025,2
2025-02-25,24.4,33.8,28.5,76,17.1,2.0,4,310,2,S,2025,2
2025-02-26,25.2,33.4,27.7,84,1.0,7.0,4,360,2,W,2025,2
2025-02-27,25.4,32.6,28.0,82,7.0,1.9,3,50,2,NE,2025,2
2025-02-28,25.9,32.6,28.7,79,0.0,3.4,5,360,2,N,2025,2
2025-03-01,24.5,33.0,28.1,81,34.7,2.8,3,170,1,C,2025,3
2025-03-02,25.4,34.2,29.4,77,0.0,2.9,4,60,2,E,2025,3
2025-03-03,26.2,34.2,30.1,75,0.0,6.7,4,140,2,SE,2025,3
2025-03-04,27.6,34.6,29.6,79,0.9,8.0,4,70,2,E,2025,3
2025-03-05,27.3,34.9,30.1,75,0.0,6.4,6,120,2,E,2025,3
2025-03-06,27.5,34.7,29.7,80,0.0,7.6,6,350,2,E,2025,3
2025-03-07,25.8,35.0,29.5,78,1.0,5.3,6,360,3,N,2025,3
2025-03-08,26.2,32.6,27.7,85,,6.4,5,340,2,N,2025,3
2025-03-09,25.3,32.2,26.8,88,1.5,4.3,4,110,2,S,2025,3
2025-03-10,25.6,32.6,28.3,82,8.5,3.2,7,310,2,NW,2025,3
2025-03-11,26.6,34.6,29.8,76,1.0,2.6,5,320,2,N,2025,3
2025-03-12,27.3,34.0,30.3,76,0.0,5.0,8,350,3,S,2025,3
2025-03-13,27.0,33.2,29.1,79,0.0,8.0,4,350,2,NW,2025,3
2025-03-14,24.9,32.8,28.0,83,2.2,4.4,4,60,2,SE,2025,3
2025-03-15,26.5,33.4,28.7,83,,2.4,6,300,2,NW,2025,3
2025-03-16,25.0,33.4,27.8,83,9.4,1.9,6,180,2,NW,2025,3
2025-03-17,25.0,32.0,28.6,81,10.0,2.8,4,320,3,NW,2025,3
2025-03-18,26.2,34.6,29.6,71,0.0,1.4,5,290,3,W,2025,3
2025-03-19,26.2,32.9,28.2,80,8.0,5.3,8,310,2,NW,2025,3
2025-03-20,25.8,35.6,29.7,75,12.3,3.5,6,310,3,NW,2025,3
2025-03-21,26.4,34.9,28.6,77,0.8,5.9,9,300,5,NW,2025,3
2025-03-22,25.0,33.0,28.5,82,17.2,6.4,7,330,4,NW,2025,3
2025-03-23,25.5,33.4,28.8,81,22.0,1.5,6,320,3,NW,2025,3
2025-03-24,26.2,33.6,29.2,79,0.0,3.5,5,290,3,NW,2025,3
2025-03-25,26.4,34.5,29.8,78,0.0,4.2,6,310,3,NW,2025,3
2025-03-26,27.2,33.6,29.7,78,,8.0,6,320,3,NW,2025,3
2025-03-27,27.5,33.2,29.6,80,2.0,6.9,5,350,2,NW,2025,3
2025-03-28,27.2,33.2,28.2,89,0.0,1.5,7,350,4,NW,2025,3
2025-03-29,25.5,33.0,28.2,82,17.7,2.1,4,320,2,NW,2025,3
2025-03-30,25.2,32.8,29.0,81,29.0,1.2,4,310,2,NW,2025,3
2025-03-31,26.0,33.6,29.6,78,0.0,1.8,4,240,2,S,2025,3
2025-04-01,25.4,34.3,28.5,83,17.9,2.4,5,20,2,S,2025,4
2025-04-02,25.5,32.2,28.3,80,2.3,6.7,5,130,2,SE,2025,4
2025-04-03,25.4,33.7,27.7,84,,4.0,7,180,2,S,2025,4
2025-04-04,25.0,33.8,28.3,78,21.0,4.7,5,120,2,E,2025,4
2025-04-05,25.2,32.6,28.9,80,6.5,7.5,4,350,2,SE,2025,4
2025-04-06,26.3,33.2,29.2,78,0.2,5.2,4,60,2,E,2025,4
2025-04-07,26.2,33.2,29.0,81,28.5,7.3,5,160,2,E,2025,4
2025-04-08,26.4,33.8,29.2,77,0.0,7.1,3,50,2,SE,2025,4
2025-04-09,26.0,34.2,29.5,76,0.0,5.7,6,350,2,E,2025,4
2025-04-10,26.8,33.7,29.4,81,0.0,6.2,7,360,2,SE,2025,4
2025-04-11,26.6,31.8,28.6,82,2.9,4.2,4,140,2,S,2025,4
2025-04-12,26.4,34.4,28.6,81,0.0,1.1,4,100,2,SE,2025,4
2025-04-13,25.4,33.8,28.3,77,,4.8,4,60,2,E,2025,4
2025-04-14,26.4,35.2,29.7,72,0.0,5.1,5,350,2,NW,2025,4
2025-04-15,26.7,33.5,29.2,79,0.0,6.1,3,350,2,N,2025,4
2025-04-16,27.1,34.2,29.4,78,0.0,3.8,4,310,2,NE,2025,4
2025-04-17,26.2,33.3,29.1,78,5.2,3.8,5,320,3,NW,2025,4
2025-04-18,26.6,32.3,28.9,79,0.0,2.6,7,320,3,W,2025,4
2025-04-19,26.2,35.4,29.9,75,,3.1,4,320,2,NW,2025,4
2025-04-20,26.6,31.2,28.7,79,0.0,6.4,4,70,2,SE,2025,4
2025-04-21,25.8,33.8,29.5,78,1.0,1.6,4,330,2,NW,2025,4
2025-04-22,26.0,35.2,29.1,79,,3.7,6,330,2,NW,2025,4
2025-04-23,25.8,34.2,29.5,76,9.0,7.4,4,360,2,NE,2025,4
2025-04-24,26.4,34.0,29.3,76,0.0,7.4,4,80,2,N,2025,4
2025-04-25,27.0,34.0,29.9,78,0.0,7.8,4,360,2,SE,2025,4
2025-04-26,26.6,34.4,29.8,75,,6.2,4,50,2,SE,2025,4
2025-04-27,26.0,34.2,29.6,74,0.0,7.7,4,50,2,NE,2025,4
2025-04-28,26.0,34.2,29.4,69,,8.0,3,140,2,E,2025,4
2025-04-29,25.4,34.9,29.6,67,0.0,8.0,6,110,2,SE,2025,4
2025-04-30,25.7,34.4,29.3,67,0.0,8.0,4,90,2,E,2025,4
2025-05-01,26.4,34.6,29.7,73,0.0,8.0,4,350,2,S,2025,5
2025-05-02,26.5,33.2,29.1,81,5.0,6.9,3,150,2,S,2025,5
2025-05-03,25.8,34.2,29.8,75,0.0,2.4,4,130,2,E,2025,5
2025-05-04,27.3,34.5,30.3,77,0.0,7.4,5,140,2,E,2025,5
2025-05-05,27.2,35.6,30.4,73,0.0,5.8,4,130,2,SE,2025,5
2025-05-06,26.8,34.4,30.0,75,0.0,5.6,5,90,2,NE,2025,5
2025-05-07,26.8,34.5,29.8,76,0.0,6.9,6,360,2,SE,2025,5
2025-05-08,26.8,33.4,28.4,82,0.0,5.7,3,150,2,SE,2025,5
2025-05-09,27.0,33.2,28.0,84,,4.2,3,100,2,E,2025,5
2025-05-10,25.4,33.6,28.9,78,6.5,3.6,4,100,2,S,2025,5
2025-05-11,26.2,35.4,29.6,80,1.0,5.7,7,180,3,S,2025,5
2025-05-12,24.6,32.3,28.1,83,14.6,6.4,4,180,2,S,2025,5
2025-05-13,26.2,28.9,27.3,89,,5.4,5,160,2,S,2025,5
2025-05-14,25.8,33.1,28.8,82,2.0,0.0,5,120,3,S,2025,5
2025-05-15,26.0,31.7,27.9,85,0.0,6.0,4,330,2,SE,2025,5
2025-05-16,26.6,34.0,29.6,79,,3.1,5,120,2,SE,2025,5
2025-05-17,26.0,31.7,28.6,80,0.0,7.8,4,150,2,SE,2025,5
2025-05-18,25.2,33.8,28.5,82,2.3,1.7,4,110,2,SE,2025,5
2025-05-19,26.0,32.9,28.2,85,10.5,2.1,4,160,2,S,2025,5
2025-05-20,25.3,33.6,28.9,78,,3.2,4,40,2,SE,2025,5
2025-05-21,26.2,33.4,29.5,73,0.0,5.8,6,140,3,SE,2025,5
2025-05-22,26.6,33.4,29.5,77,0.0,8.0,5,140,3,SE,2025,5
2025-05-23,27.0,30.0,27.2,83,,5.7,4,300,1,S,2025,5
2025-05-24,25.2,32.4,28.9,81,2.7,0.6,4,140,2,SE,2025,5
2025-05-25,27.2,33.2,29.8,80,0.0,4.9,4,150,2,SE,2025,5
2025-05-26,27.0,31.7,27.3,88,4.9,2.7,3,110,1,S,2025,5
2025-05-27,25.3,30.8,28.2,86,2.0,1.6,3,340,1,N,2025,5
2025-05-28,26.4,32.6,29.2,82,,0.0,4,110,2,E,2025,5
2025-05-29,27.0,34.7,30.2,77,0.1,4.2,3,60,2,NE,2025,5
2025-05-30,26.4,34.0,29.9,77,1.8,7.4,3,120,1,SE,2025,5
